State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound_1,90% CI Upper Bound_2,"Poverty Estimate, Age 0-17",90% CI Lower Bound_3,90% CI Upper Bound_4,"Poverty Percent, Age 0-17",90% CI Lower Bound_5,90% CI Upper Bound_6,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound_7,90% CI Upper Bound_8,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound_9,90% CI Upper Bound_10,Median Household Income,90% CI Lower Bound_11,90% CI Upper Bound_12,"Poverty Estimate, Age 0-4",90% CI Lower Bound_13,90% CI Upper Bound_14,"Poverty Percent, Age 0-4",90% CI Lower Bound_15,90% CI Upper Bound_16
20,51,KS,Ellis County,4397,3873,4921,16,14.1,17.9,698,502,894,11.8,8.5,15.1,467,319,615,10.6,7.2,14,55505,50333,60677,.,.,.,.,.,.
20,53,KS,Ellsworth County,535,399,671,10.6,7.9,13.3,122,81,163,12,8,16,87,56,118,11.4,7.4,15.4,53443,50544,56342,.,.,.,.,.,.
20,55,KS,Finney County,4290,3388,5192,12.2,9.6,14.8,1659,1174,2144,15.8,11.2,20.4,1112,763,1461,14.8,10.2,19.4,65023,57723,72323,.,.,.,.,.,.
20,57,KS,Ford County,3323,2542,4104,10.3,7.9,12.7,1121,723,1519,11.7,7.5,15.9,803,500,1106,11.7,7.3,16.1,54442,48924,59960,.,.,.,.,.,.
20,59,KS,Franklin County,2231,1766,2696,8.9,7,10.8,636,393,879,10.9,6.7,15.1,469,290,648,10.8,6.7,14.9,60899,52396,69402,.,.,.,.,.,.
20,61,KS,Geary County,3914,3242,4586,12.5,10.3,14.7,1701,1275,2127,17.4,13,21.8,1113,793,1433,18.6,13.2,24,50102,44581,55623,.,.,.,.,.,.
20,63,KS,Gove County,258,188,328,10.1,7.4,12.8,110,71,149,17.5,11.3,23.7,78,48,108,17,10.6,23.4,57676,49763,65589,.,.,.,.,.,.
20,65,KS,Graham County,294,222,366,12.5,9.4,15.6,73,48,98,14.5,9.6,19.4,49,31,67,12,7.6,16.4,47104,40244,53964,.,.,.,.,.,.
20,67,KS,Grant County,705,524,886,10.1,7.5,12.7,315,206,424,15,9.8,20.2,222,140,304,14.3,9,19.6,67764,57343,78185,.,.,.,.,.,.
20,69,KS,Gray County,409,301,517,7,5.2,8.8,140,90,190,8.4,5.4,11.4,90,56,124,7.1,4.4,9.8,72095,61833,82357,.,.,.,.,.,.
20,71,KS,Greeley County,117,87,147,10,7.4,12.6,44,29,59,14,9.1,18.9,31,20,42,12.9,8.1,17.7,66089,56167,76011,.,.,.,.,.,.
20,73,KS,Greenwood County,730,534,926,12.7,9.3,16.1,251,163,339,20.5,13.4,27.6,166,104,228,17.7,11.1,24.3,50399,44681,56117,.,.,.,.,.,.
20,75,KS,Hamilton County,251,183,319,10.4,7.6,13.2,101,66,136,15.7,10.2,21.2,71,45,97,14.2,8.9,19.5,61342,51885,70799,.,.,.,.,.,.
20,77,KS,Harper County,682,513,851,13.2,9.9,16.5,235,155,315,18.2,12,24.4,162,103,221,17,10.8,23.2,48275,42260,54290,.,.,.,.,.,.
20,79,KS,Harvey County,3049,2410,3688,9.3,7.4,11.2,817,551,1083,10.2,6.9,13.5,558,361,755,9.1,5.9,12.3,63861,57536,70186,.,.,.,.,.,.
20,81,KS,Haskell County,396,306,486,10.2,7.9,12.5,169,118,220,15.6,10.9,20.3,110,73,147,13.8,9.2,18.4,66053,56265,75841,.,.,.,.,.,.
20,83,KS,Hodgeman County,159,119,199,9.1,6.8,11.4,33,22,44,8.3,5.5,11.1,23,15,31,7.8,4.9,10.7,60414,51975,68853,.,.,.,.,.,.
20,85,KS,Jackson County,1212,941,1483,9.3,7.2,11.4,388,256,520,12,7.9,16.1,276,178,374,11.7,7.5,15.9,57871,52530,63212,.,.,.,.,.,.
20,87,KS,Jefferson County,1344,992,1696,7.2,5.3,9.1,391,256,526,9.4,6.2,12.6,261,164,358,8.3,5.2,11.4,63712,56717,70707,.,.,.,.,.,.
20,89,KS,Jewell County,364,277,451,13,9.9,16.1,124,83,165,21.9,14.7,29.1,89,58,120,21.4,13.9,28.9,46688,41383,51993,.,.,.,.,.,.
20,91,KS,Johnson County,27345,22961,31729,4.6,3.9,5.3,5753,4054,7452,4.1,2.9,5.3,3773,2461,5085,3.6,2.4,4.8,91799,88606,94992,.,.,.,.,.,.
20,93,KS,Kearny County,343,255,431,9.4,7,11.8,141,92,190,13.2,8.6,17.8,97,61,133,12.2,7.7,16.7,66713,56452,76974,.,.,.,.,.,.
20,95,KS,Kingman County,662,479,845,9.8,7.1,12.5,214,139,289,15,9.7,20.3,155,97,213,14.5,9.1,19.9,58678,50892,66464,.,.,.,.,.,.
20,97,KS,Kiowa County,282,213,351,12.3,9.3,15.3,89,58,120,15.5,10.1,20.9,61,39,83,14.8,9.3,20.3,56664,50068,63260,.,.,.,.,.,.
20,99,KS,Labette County,2677,2052,3302,14,10.7,17.3,911,576,1246,19.7,12.5,26.9,624,381,867,18.8,11.5,26.1,50222,44746,55698,.,.,.,.,.,.
20,101,KS,Lane County,144,107,181,9.6,7.1,12.1,52,34,70,15.3,9.9,20.7,36,23,49,14.5,9.2,19.8,60530,51107,69953,.,.,.,.,.,.
20,103,KS,Leavenworth County,6425,5203,7647,8.5,6.9,10.1,1679,1178,2180,8.9,6.3,11.5,1172,806,1538,8.5,5.8,11.2,76429,68692,84166,.,.,.,.,.,.
20,105,KS,Lincoln County,371,289,453,12.7,9.9,15.5,110,73,147,17.1,11.4,22.8,76,49,103,15.6,10.1,21.1,50231,42735,57727,.,.,.,.,.,.
20,107,KS,Linn County,1197,931,1463,12.5,9.7,15.3,323,215,431,16,10.6,21.4,222,141,303,14.3,9.1,19.5,55006,46753,63259,.,.,.,.,.,.
20,109,KS,Logan County,242,185,299,9.1,7,11.2,87,59,115,13.3,9,17.6,62,41,83,14.2,9.5,18.9,56833,48324,65342,.,.,.,.,.,.
20,111,KS,Lyon County,3964,3121,4807,12.6,9.9,15.3,996,666,1326,13.9,9.3,18.5,675,442,908,13,8.5,17.5,56290,50904,61676,.,.,.,.,.,.
20,113,KS,McPherson County,2123,1624,2622,7.7,5.9,9.5,480,311,649,7.7,5,10.4,317,199,435,6.7,4.2,9.2,68904,61381,76427,.,.,.,.,.,.
20,115,KS,Marion County,1104,860,1348,10.1,7.9,12.3,244,162,326,10.3,6.8,13.8,173,112,234,9.5,6.1,12.9,53709,48979,58439,.,.,.,.,.,.
20,117,KS,Marshall County,819,606,1032,8.7,6.4,11,258,167,349,11.4,7.4,15.4,187,117,257,11.3,7.1,15.5,56429,48982,63876,.,.,.,.,.,.
20,119,KS,Meade County,363,278,448,9.3,7.1,11.5,125,86,164,12.2,8.4,16,81,52,110,10.7,6.8,14.6,52590,45306,59874,.,.,.,.,.,.
20,121,KS,Miami County,2540,1981,3099,7.6,5.9,9.3,654,447,861,8.1,5.5,10.7,457,306,608,7.5,5,10,78717,69957,87477,.,.,.,.,.,.
20,123,KS,Mitchell County,559,416,702,10,7.4,12.6,178,117,239,13.5,8.8,18.2,128,81,175,13.3,8.4,18.2,53745,47991,59499,.,.,.,.,.,.
20,125,KS,Montgomery County,5388,4427,6349,17.8,14.6,21,1790,1331,2249,24.8,18.4,31.2,1224,896,1552,22.7,16.6,28.8,44071,38708,49434,.,.,.,.,.,.
20,127,KS,Morris County,577,433,721,10.5,7.9,13.1,176,116,236,15.5,10.2,20.8,127,81,173,15.2,9.7,20.7,53793,46457,61129,.,.,.,.,.,.
20,129,KS,Morton County,295,227,363,12.1,9.3,14.9,105,73,137,17.9,12.4,23.4,75,51,99,16.8,11.5,22.1,56878,47869,65887,.,.,.,.,.,.
20,131,KS,Nemaha County,817,631,1003,8.3,6.4,10.2,237,158,316,9,6,12,170,110,230,8.9,5.7,12.1,62744,53995,71493,.,.,.,.,.,.
20,133,KS,Neosho County,2125,1607,2643,13.8,10.4,17.2,752,500,1004,19.9,13.2,26.6,471,292,650,16.9,10.5,23.3,56085,50170,62000,.,.,.,.,.,.
20,135,KS,Ness County,257,189,325,9.6,7.1,12.1,81,53,109,13.6,8.8,18.4,56,35,77,12.8,8.1,17.5,55311,46843,63779,.,.,.,.,.,.
20,137,KS,Norton County,583,437,729,12.9,9.7,16.1,161,105,217,16.1,10.5,21.7,114,72,156,16.1,10.2,22,47512,40509,54515,.,.,.,.,.,.
20,139,KS,Osage County,1569,1205,1933,10.1,7.8,12.4,439,287,591,12.5,8.2,16.8,310,196,424,11.8,7.5,16.1,55287,50104,60470,.,.,.,.,.,.
20,141,KS,Osborne County,389,293,485,11.7,8.8,14.6,107,69,145,15.3,9.9,20.7,74,46,102,15.2,9.5,20.9,47811,42063,53559,.,.,.,.,.,.
20,143,KS,Ottawa County,557,425,689,10,7.6,12.4,170,115,225,13.4,9.1,17.7,115,74,156,11.7,7.5,15.9,60560,52584,68536,.,.,.,.,.,.
20,145,KS,Pawnee County,797,600,994,14.9,11.2,18.6,146,94,198,17.3,11.2,23.4,102,64,140,17.4,11,23.8,53821,48091,59551,.,.,.,.,.,.
20,147,KS,Phillips County,553,415,691,10.9,8.2,13.6,164,109,219,14.4,9.6,19.2,116,75,157,13.9,9,18.8,56047,48098,63996,.,.,.,.,.,.
20,149,KS,Pottawatomie County,1675,1280,2070,6.9,5.3,8.5,573,386,760,8.2,5.5,10.9,393,252,534,7.6,4.9,10.3,75476,64560,86392,.,.,.,.,.,.
20,151,KS,Pratt County,833,617,1049,9.6,7.1,12.1,294,191,397,13.6,8.9,18.3,202,127,277,12.5,7.9,17.1,62958,55736,70180,.,.,.,.,.,.
20,153,KS,Rawlins County,273,203,343,11.1,8.3,13.9,86,56,116,15.8,10.3,21.3,61,39,83,16.3,10.3,22.3,54417,46687,62147,.,.,.,.,.,.
20,155,KS,Reno County,6176,4802,7550,10.6,8.3,12.9,1763,1128,2398,13.3,8.5,18.1,1214,736,1692,12.1,7.3,16.9,57611,53365,61857,.,.,.,.,.,.
20,157,KS,Republic County,438,322,554,9.9,7.3,12.5,121,79,163,12.7,8.3,17.1,87,55,119,12.3,7.7,16.9,52537,45503,59571,.,.,.,.,.,.
20,159,KS,Rice County,895,652,1138,10.3,7.5,13.1,251,152,350,12.1,7.4,16.8,200,127,273,12.9,8.2,17.6,59659,53006,66312,.,.,.,.,.,.
20,161,KS,Riley County,12336,10792,13880,19.2,16.8,21.6,2123,1742,2504,17.9,14.7,21.1,1192,892,1492,15,11.2,18.8,56333,50786,61880,.,.,.,.,.,.
20,163,KS,Rooks County,457,331,583,9.6,6.9,12.3,133,83,183,12.5,7.9,17.1,96,58,134,12.5,7.6,17.4,51376,43801,58951,.,.,.,.,.,.
20,165,KS,Rush County,321,236,406,11.2,8.3,14.1,89,58,120,15.9,10.4,21.4,65,41,89,15,9.5,20.5,50673,42813,58533,.,.,.,.,.,.
20,167,KS,Russell County,866,655,1077,12.9,9.7,16.1,275,185,365,18.5,12.4,24.6,192,127,257,17.7,11.7,23.7,56536,52367,60705,.,.,.,.,.,.
20,169,KS,Saline County,5124,4077,6171,9.8,7.8,11.8,1614,1057,2171,13.4,8.8,18,1093,691,1495,12.5,7.9,17.1,56928,51548,62308,.,.,.,.,.,.
20,171,KS,Scott County,339,256,422,7.3,5.5,9.1,122,81,163,10,6.7,13.3,86,54,118,9.2,5.8,12.6,68514,57859,79169,.,.,.,.,.,.
20,173,KS,Sedgwick County,68637,62419,74855,13.4,12.2,14.6,22208,19073,25343,17.3,14.9,19.7,14877,12453,17301,15.7,13.1,18.3,59789,57210,62368,.,.,.,.,.,.
20,175,KS,Seward County,2355,1755,2955,11.5,8.6,14.4,964,630,1298,15,9.8,20.2,629,398,860,13.6,8.6,18.6,54330,48654,60006,.,.,.,.,.,.
20,177,KS,Shawnee County,18039,14367,21711,10.5,8.4,12.6,5210,3565,6855,13.1,9,17.2,3494,2319,4669,11.9,7.9,15.9,56191,50493,61889,.,.,.,.,.,.
20,179,KS,Sheridan County,260,190,330,10.5,7.7,13.3,102,66,138,17,10.9,23.1,72,45,99,15.6,9.7,21.5,58186,49325,67047,.,.,.,.,.,.
20,181,KS,Sherman County,733,556,910,13,9.9,16.1,244,158,330,18,11.7,24.3,169,107,231,17,10.8,23.2,52718,44974,60462,.,.,.,.,.,.
20,183,KS,Smith County,356,260,452,10.3,7.5,13.1,106,69,143,15.2,9.9,20.5,76,48,104,15.3,9.6,21,49114,42585,55643,.,.,.,.,.,.
20,185,KS,Stafford County,435,319,551,11,8.1,13.9,161,103,219,17.2,11.1,23.3,112,70,154,16.2,10.1,22.3,55004,46923,63085,.,.,.,.,.,.
20,187,KS,Stanton County,196,145,247,10.2,7.5,12.9,81,52,110,14.7,9.5,19.9,55,34,76,12.8,8,17.6,68439,58090,78788,.,.,.,.,.,.
